initial_mode,states,Wind,GF,GFPRED,GFACT,kill_switch,modes,throttle,max_deviation,max_altitude,duration,final_landing_state,freefall_occurred,mission_complete
OFFBOARD,Flying,1,Yes,No,Warning,No,ALTCTL,615.0,14.76974066,19.03856,108.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,OFFBOARD,570.0,0.0977129,12.720773,77.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,ALTCTL,260.0,14.8375399,8.620837,86.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,STABILIZED,225.0,14.76483033,8.304682,87.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,ALTCTL,600.0,14.81910916,15.610453,95.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,OFFBOARD,100.0,0.15662515,12.67882,76.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Hold mode,No,POSCTL,615.0,14.7802312,20.04016,111.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,ALTCTL,0.0,14.73049222,8.513199,39.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,ALTCTL,615.0,14.7938854,19.845335,110.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,OFFBOARD,570.0,0.1347689,12.680072,78.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Hold mode,No,STABILIZED,445.0,14.8446384,57.67687,147.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,ALTCTL,550.0,14.8370955,8.5272455,98.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Hold mode,No,OFFBOARD,-100.0,0.19442078,12.818752,77.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Warning,No,ALTCTL,0.0,14.7915574,8.675502,35.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Hold mode,No,ALTCTL,550.0,14.68885045,8.501813,98.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Hold mode,No,ALTCTL,260.0,14.76832802,8.437226,86.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,STABILIZED,435.0,14.69427667,12.081918,102.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,POSCTL,0.0,14.89277543,8.420122,35.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Hold mode,No,POSCTL,0.0,14.7821965,8.415408,35.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,POSCTL,260.0,14.8075871,8.513988,86.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,ALTCTL,550.0,14.76493992,8.671232,99.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Hold mode,No,OFFBOARD,0.0,0.1632864,12.542537,78.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Land mode,No,STABILIZED,445.0,10.844543,61.713665,151.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Return mode,No,STABILIZED,0.0,14.72600897,8.322931,26.0,True,True,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,OFFBOARD,-100.0,0.13039418,12.774541,77.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Return mode,No,OFFBOARD,100.0,14.7043863,8.75755,37.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Hold mode,No,POSCTL,260.0,14.83479,8.310399,86.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,POSCTL,600.0,14.75949527,16.299534,107.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Return mode,No,ALTCTL,550.0,14.8358262,8.480041,99.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Return mode,No,ALTCTL,615.0,14.78845204,18.999817,109.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Hold mode,No,STABILIZED,450.0,14.8020839,82.175545,173.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,ALTCTL,260.0,14.81964995,8.439528,87.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Return mode,No,ALTCTL,600.0,14.868132,16.332735,106.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,POSCTL,615.0,14.719546,20.20652,110.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,OFFBOARD,300.0,0.16775492,12.839482,77.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Warning,No,OFFBOARD,0.0,0.16957282,12.6249695,76.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Hold mode,No,POSCTL,550.0,14.8459119,8.537825,99.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,STABILIZED,435.0,14.77676554,11.433225,101.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Return mode,No,ALTCTL,0.0,14.74625526,8.575891,37.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,POSCTL,260.0,14.69140382,8.422876,86.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,STABILIZED,450.0,14.8361662,85.076164,176.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,OFFBOARD,-100.0,0.1146683,12.660114,76.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Return mode,No,POSCTL,615.0,14.72382922,19.81475,110.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,ALTCTL,600.0,11.378582,17.088919,107.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,OFFBOARD,300.0,0.05518414,12.587401,74.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Hold mode,No,POSCTL,600.0,14.7497409,16.213675,107.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Hold mode,No,OFFBOARD,300.0,0.18775792,12.706067,80.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Return mode,No,STABILIZED,225.0,14.880833,8.383749,86.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Hold mode,No,STABILIZED,435.0,14.8528206,12.688543,103.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Hold mode,No,OFFBOARD,570.0,0.15550436,12.66843,77.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Return mode,No,OFFBOARD,0.0,0.18706392,12.715403,77.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Return mode,No,OFFBOARD,570.0,0.0647116,12.747487,77.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Hold mode,No,ALTCTL,0.0,14.21392077,8.378522,35.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Return mode,No,POSCTL,600.0,14.84612925,17.68797,108.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Return mode,No,STABILIZED,450.0,14.6633221,81.710266,172.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Return mode,No,STABILIZED,445.0,11.094969,57.755657,148.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,STABILIZED,0.0,13.88395007,8.347393,30.0,True,True,False
OFFBOARD,Flying,1,Yes,No,Return mode,No,OFFBOARD,300.0,0.1504051,12.572096,76.0,True,False,True
OFFBOARD,Flying,1,Yes,No,Land mode,No,POSCTL,0.0,14.77180107,8.444082,35.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Land mode,No,POSCTL,615.0,14.816909,20.096903,110.0,True,False,False
OFFBOARD,Flying,1,Yes,No,Warning,No,OFFBOARD,100.0,0.12016748,12.652969,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,POSCTL,615.0,25.7817893,15.925632,106.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,ALTCTL,260.0,24.849908,4.5846305,81.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,OFFBOARD,570.0,0.09157191,12.58602,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Warning,No,STABILIZED,445.0,24.689698,62.53272,153.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,OFFBOARD,-100.0,0.202128015,12.57924,82.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,OFFBOARD,-100.0,0.094212,12.651732,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,OFFBOARD,570.0,0.05782853,12.601714,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,POSCTL,615.0,25.407133,18.042505,109.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,OFFBOARD,-100.0,0.12111358,12.640374,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,ALTCTL,0.0,24.827807,4.553821,25.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,OFFBOARD,100.0,0.09721412,12.639376,82.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Warning,No,POSCTL,615.0,25.068392,17.38043,108.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,POSCTL,600.0,24.713729,13.825068,104.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,OFFBOARD,570.0,0.22486523,12.66843,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,ALTCTL,550.0,24.644927,4.648901,94.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,POSCTL,260.0,25.206253,4.5405817,87.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,OFFBOARD,0.0,0.20713198,12.638536,85.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,STABILIZED,435.0,24.832523,6.2148385,88.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,STABILIZED,450.0,23.542269,88.862755,179.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,STABILIZED,435.0,24.583557,8.950642,99.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,POSCTL,260.0,25.548984,4.490102,87.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,STABILIZED,450.0,20.039619,84.29247,179.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,STABILIZED,225.0,25.5916323,4.529028,87.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,ALTCTL,615.0,24.8545055,17.23758,108.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,POSCTL,260.0,25.114305,4.5222425,86.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,ALTCTL,0.0,24.684266,4.4423323,24.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,POSCTL,600.0,25.2924175,14.584865,105.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,POSCTL,550.0,25.191695,4.5785017,93.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,STABILIZED,225.0,25.9562125,4.399285,87.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,ALTCTL,550.0,24.6402845,4.483869,93.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,POSCTL,550.0,25.6483755,4.375851,94.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,OFFBOARD,0.0,0.12173885,12.6647215,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Warning,No,ALTCTL,260.0,23.324505,4.4908524,87.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,OFFBOARD,100.0,0.109998,12.570449,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,ALTCTL,615.0,22.587874,17.959526,108.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,STABILIZED,0.0,25.248565,4.5148606,19.0,True,True,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,OFFBOARD,300.0,0.13932788,12.616058,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,ALTCTL,550.0,25.580341,4.5452237,93.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,POSCTL,550.0,24.859742,4.6969666,94.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,OFFBOARD,300.0,0.13511807,12.605995,76.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,ALTCTL,260.0,25.8776436,4.477289,87.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,STABILIZED,225.0,23.662686,4.6705527,2699.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,STABILIZED,0.0,25.457101,4.278132,20.0,True,True,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,STABILIZED,0.0,25.5645685,4.4155216,92.0,True,True,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,OFFBOARD,-100.0,0.22996752,12.636065,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Warning,No,ALTCTL,615.0,24.268378,16.609629,143.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,POSCTL,260.0,25.338218,4.55552,87.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,POSCTL,0.0,25.269163,4.4511566,25.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,ALTCTL,600.0,24.9397,13.871205,104.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,POSCTL,550.0,25.062803,4.702718,94.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,ALTCTL,550.0,25.464106,4.4472528,93.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,OFFBOARD,300.0,0.17527957,12.600364,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,ALTCTL,0.0,24.872201,4.4334855,26.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,STABILIZED,435.0,24.706772,6.3898706,87.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,STABILIZED,445.0,25.525613,61.478695,152.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,ALTCTL,600.0,25.086032,14.013574,103.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,STABILIZED,225.0,25.3941135,4.4075174,88.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,POSCTL,615.0,25.06751,16.24928,107.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,OFFBOARD,100.0,0.06632344,12.622491,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,OFFBOARD,300.0,0.216465115,12.721797,86.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,STABILIZED,450.0,24.836243,84.226234,175.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,ALTCTL,600.0,24.613188,14.278797,105.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,STABILIZED,0.0,25.297457,7.9803424,41.0,True,True,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,ALTCTL,600.0,22.710788,13.328196,104.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Land mode,No,STABILIZED,435.0,24.888407,8.821628,99.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,STABILIZED,450.0,25.0985765,86.47827,178.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,POSCTL,0.0,25.414967,4.510082,25.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,POSCTL,0.0,25.403519,4.5612574,25.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,OFFBOARD,100.0,0.20622727,12.647583,81.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Warning,No,OFFBOARD,0.0,0.11248358,12.675838,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,OFFBOARD,0.0,0.1263707,12.675207,77.0,True,False,True
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,ALTCTL,260.0,23.447783,4.5034757,87.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,ALTCTL,615.0,23.805976,16.350304,151.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,POSCTL,600.0,25.481946,14.370075,104.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,POSCTL,0.0,25.505171,4.3983026,24.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,POSCTL,600.0,25.908032,14.307662,104.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Return mode,No,STABILIZED,445.0,24.085364,61.656963,153.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,STABILIZED,445.0,25.160984,58.699295,150.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Warning,No,ALTCTL,0.0,25.6485037,4.4407206,24.0,True,False,False
OFFBOARD,Flying,1,Yes,Yes,Hold mode,No,OFFBOARD,570.0,0.19053376,12.706244,77.0,True,False,True
AUTO.LAND,Land,1,No,None,None,No,AUTO.LOITER,0.0,0.26652465,12.873619,77.0,True,False,False
AUTO.LAND,Land,1,No,None,None,No,AUTO.RTL,300.0,0.288646202,12.774446,87.0,True,False,False
AUTO.LAND,Disarm,1,No,None,None,No,OFFBOARD,-100.0,0.285423465,12.803539,77.0,True,False,True
OFFBOARD,Takeoff,1,No,None,None,No,AUTO.LAND,300.0,34.9150109,0.055859968,87.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,POSCTL,615.0,30.441121,16.951244,108.0,True,False,False
AUTO.LAND,Disarm,1,No,None,None,No,OFFBOARD,570.0,0.21795387,12.810847,76.0,True,False,True
AUTO.LAND,Disarm,1,No,None,None,No,POSCTL,260.0,0.24148422,12.752117,77.0,True,False,True
AUTO.LAND,Arm,1,No,None,None,No,AUTO.LOITER,0.0,0.300478473,12.792475,77.0,True,False,True
AUTO.LAND,Land,1,No,None,None,No,AUTO.LAND,570.0,0.28459888,12.731468,77.0,True,False,True
AUTO.LAND,Arm,1,No,None,None,No,POSCTL,600.0,0.18776725,12.751982,76.0,True,False,True
OFFBOARD,Hover,1,No,None,None,No,OFFBOARD,-100.0,0.25688378,12.704027,76.0,True,False,True
OFFBOARD,Takeoff,1,No,None,None,No,AUTO.RTL,300.0,34.8620704,0.04827103,87.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,OFFBOARD,100.0,0.0756015,12.601669,77.0,True,False,True
OFFBOARD,Hover,1,No,None,None,No,AUTO.LOITER,0.0,0.0611324,12.769689,113.0,True,False,False
AUTO.LAND,Disarm,1,No,None,None,No,POSCTL,600.0,0.220973655,12.842483,77.0,True,False,True
AUTO.LAND,Disarm,1,No,None,None,No,STABILIZED,450.0,0.22107092,12.886846,77.0,True,False,False
AUTO.LAND,Land,1,No,None,None,No,POSCTL,260.0,0.19376676,12.6423435,87.0,True,False,False
OFFBOARD,Hover,1,No,None,None,No,STABILIZED,0.0,14.8789532,12.561967,37.0,True,True,False
OFFBOARD,Takeoff,1,No,None,None,No,OFFBOARD,-100.0,0.09953375,12.777994,77.0,True,False,True
OFFBOARD,Hover,1,No,None,None,No,AUTO.LAND,0.0,14.6860338,12.624079,50.0,True,False,False
OFFBOARD,Takeoff,1,No,None,None,No,STABILIZED,445.0,34.8990153,63.99086,155.0,True,False,False
OFFBOARD,Hover,1,No,None,None,No,OFFBOARD,300.0,0.19105971,12.676643,82.0,True,False,False
AUTO.LAND,Disarm,1,No,None,None,No,OFFBOARD,300.0,0.302243145,12.701137,76.0,True,False,True
AUTO.LAND,Arm,1,No,,None,No,STABILIZED,0.0,0.23905053,12.945627,77.0,True,False,True
AUTO.LAND,Arm,1,No,None,None,No,AUTO.RTL,0.0,0.27084678,12.831714,77.0,True,False,True
AUTO.LAND,Land,1,No,None,None,No,OFFBOARD,0.0,0.2165228,12.803609,77.0,True,False,False
OFFBOARD,Takeoff,1,No,None,None,No,ALTCTL,600.0,34.8250434,9.1255245,100.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,STABILIZED,0.0,9.6999342,2.8845348,256.0,False,True,False
OFFBOARD,Hover,1,No,None,None,No,AUTO.RTL,-100.0,14.92661036,12.489321,49.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,POSCTL,260.0,30.961769,3.208973,87.0,True,False,False
AUTO.LAND,Land,1,No,None,None,No,AUTO.LOITER,300.0,0.27555468,12.734866,87.0,True,False,False
OFFBOARD,Takeoff,1,No,None,None,No,AUTO.RTL,0.0,34.8286689,0.015473273,10.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,AUTO.LAND,300.0,30.5234801,3.3000672,86.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,ALTCTL,615.0,31.360857,16.40225,107.0,True,False,False
OFFBOARD,Takeoff,1,No,None,None,No,AUTO.LOITER,300.0,34.9348988,0.060921956,86.0,True,False,False
AUTO.LAND,Land,1,No,None,None,No,OFFBOARD,100.0,0.25295819,12.648356,77.0,True,False,False
AUTO.LAND,Arm,1,No,None,None,No,AUTO.LAND,570.0,0.306211376,12.8303385,77.0,True,False,True
AUTO.LAND,Disarm,1,No,None,None,No,STABILIZED,0.0,0.308324553,12.757352,77.0,True,False,True
AUTO.LAND,Arm,1,No,None,None,No,ALTCTL,0.0,0.2518241,12.817349,76.0,True,False,True
OFFBOARD,Hover,1,No,None,None,No,AUTO.LOITER,100.0,14.83625014,12.518092,55.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,ALTCTL,260.0,29.540984,3.3051832,360.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,AUTO.RTL,-100.0,30.6568534,3.264055,22.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,STABILIZED,445.0,31.6235027,64.04154,155.0,True,False,False
AUTO.LAND,Disarm,1,No,None,None,No,AUTO.RTL,0.0,0.17045961,12.649658,77.0,True,False,False
OFFBOARD,Takeoff,1,No,None,None,No,STABILIZED,450.0,34.9459954,93.55165,185.0,True,False,False
AUTO.LAND,Land,1,No,None,None,No,STABILIZED,225.0,0.257931806,12.839917,88.0,True,False,False
OFFBOARD,Hover,1,No,None,None,No,OFFBOARD,570.0,0.0981249,12.635285,130.0,True,False,True
AUTO.LAND,Disarm,1,No,None,None,No,AUTO.LOITER,100.0,0.297869453,12.811031,80.0,True,False,True
OFFBOARD,Hover,1,No,None,None,No,AUTO.RTL,300.0,14.8657593,12.493081,94.0,True,False,False
OFFBOARD,Hover,1,No,None,None,No,ALTCTL,600.0,14.70767786,21.199364,111.0,True,False,False
OFFBOARD,Takeoff,1,No,None,None,No,AUTO.RTL,100.0,34.8267556,0.005955952,10.0,True,False,False
AUTO.LAND,Arm,1,No,None,None,No,STABILIZED,435.0,0.266281955,12.686731,77.0,True,False,True
OFFBOARD,Hover,1,No,None,None,No,AUTO.LAND,570.0,14.8811275,15.313855,106.0,True,False,False
AUTO.LAND,Arm,1,No,None,None,No,STABILIZED,445.0,0.28328112,12.847495,75.0,True,False,True
AUTO.LAND,Disarm,1,No,None,None,No,AUTO.RTL,570.0,0.21580416,12.721429,77.0,True,False,False
OFFBOARD,Hover,1,No,None,None,No,AUTO.RTL,0.0,14.8284589,12.473351,50.0,True,False,False
AUTO.LAND,Arm,1,No,None,None,No,AUTO.RTL,300.0,0.20242085,12.732008,77.0,True,False,True
OFFBOARD,Takeoff,1,No,None,None,No,AUTO.LAND,570.0,34.8106794,3.8294907,93.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,POSCTL,0.0,30.2054808,3.1399693,21.0,True,False,False
AUTO.LAND,Land,1,No,None,None,No,ALTCTL,615.0,0.230852,12.749312,91.0,True,False,False
AUTO.LAND,Land,1,No,None,None,No,STABILIZED,450.0,0.29012389,12.839069,100.0,True,False,False
AUTO.LAND,Disarm,1,No,None,None,No,AUTO.LAND,300.0,0.271956697,12.752966,77.0,True,False,True
OFFBOARD,Flying,1,No,None,None,No,POSCTL,600.0,30.6349816,10.890745,99.0,True,False,False
AUTO.LAND,Disarm,1,No,None,None,No,AUTO.LOITER,570.0,0.19429407,12.610348,76.0,True,False,True
OFFBOARD,Takeoff,1,No,None,None,No,OFFBOARD,300.0,0.264875006,12.718508,85.0,True,False,False
OFFBOARD,Hover,1,No,None,None,No,ALTCTL,260.0,14.88337256,12.6264925,91.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,STABILIZED,225.0,31.6712609,2.983671,88.0,True,False,False
OFFBOARD,Takeoff,1,No,None,None,No,AUTO.LAND,100.0,34.8541528,0.031038737,10.0,True,False,False
AUTO.LAND,Land,1,No,None,None,No,AUTO.RTL,0.0,0.25983856,12.782566,77.0,True,False,False
OFFBOARD,Flying,1,No,None,None,No,POSCTL,550.0,30.7076559,3.3802786,92.0,True,False,False
AUTO.LAND,Arm,1,No,None,None,No,POSCTL,550.0,0.259863052,12.82003,76.0,True,False,True
OFFBOARD,Flying,1,No,None,None,No,ALTCTL,550.0,33.81300816,2.5946672,91.0,True,False,False
OFFBOARD,Takeoff,1,No,None,None,No,STABILIZED,0.0,34.9545375,0.036243465,85.0,True,False,False
AUTO.LAND,Land,1,No,None,None,No,ALTCTL,0.0,0.23993019,12.870853,77.0,True,False,False
AUTO.LAND,Land,1,No,None,None,No,OFFBOARD,300.0,0.267331596,12.77291,86.0,True,False,False
OFFBOARD,Takeoff,1,No,None,None,No,STABILIZED,225.0,34.8401488,0.051939182,88.0,True,False,False
